Division,Year,TotalGoals,HomeFouls,AwayFouls,HomeYellow,AwayYellow,HomeRed,AwayRed,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners,FTResult
P1,2016,2.657142857142857,,,,,,,,,,,,,"{'H': 0.43174603174603177, 'A': 0.3396825396825397, 'D': 0.22857142857142856}"
P1,2017,2.49185667752443,15.852941176470589,16.102941176470587,2.0955882352941178,2.4705882352941178,0.11764705882352941,0.18382352941176472,10.463235294117647,8.345588235294118,4.801470588235294,3.764705882352941,5.625,4.5588235294117645,"{'H': 0.46254071661237783, 'A': 0.28338762214983715, 'D': 0.254071661237785}"
P1,2018,2.7432432432432434,16.381756756756758,16.0472972972973,2.135135135135135,2.652027027027027,0.12162162162162163,0.14527027027027026,11.18918918918919,9.20608108108108,4.655405405405405,3.7905405405405403,5.618243243243243,4.918918918918919,"{'H': 0.5067567567567568, 'A': 0.2972972972972973, 'D': 0.19594594594594594}"
P1,2019,2.5980392156862746,16.212418300653596,15.620915032679738,2.3856209150326797,2.604575163398693,0.15359477124183007,0.17647058823529413,13.264705882352942,11.31045751633987,4.526143790849673,3.630718954248366,5.7254901960784315,4.771241830065359,"{'H': 0.45098039215686275, 'A': 0.3137254901960784, 'D': 0.23529411764705882}"
P1,2020,2.4946236559139785,16.340501792114697,16.247311827956988,2.3942652329749103,2.5627240143369177,0.12903225806451613,0.14695340501792115,11.870967741935484,10.093189964157705,4.125448028673835,3.727598566308244,5.412186379928316,4.50179211469534,"{'H': 0.4014336917562724, 'A': 0.34767025089605735, 'D': 0.25089605734767023}"
P1,2021,2.5344827586206895,15.543103448275861,15.132183908045977,2.6379310344827585,2.6666666666666665,0.11206896551724138,0.13218390804597702,12.339080459770114,10.758620689655173,4.209770114942529,3.7298850574712645,5.100574712643678,4.660919540229885,"{'H': 0.4051724137931034, 'A': 0.3333333333333333, 'D': 0.2614942528735632}"
P1,2022,2.537931034482759,14.672413793103448,14.344827586206897,2.9034482758620688,3.0517241379310347,0.1793103448275862,0.24482758620689654,13.775862068965518,11.641379310344828,4.675862068965517,3.8551724137931034,5.510344827586207,4.644827586206897,"{'H': 0.41379310344827586, 'A': 0.3413793103448276, 'D': 0.24482758620689654}"
P1,2023,2.6582278481012658,14.272151898734178,13.626582278481013,2.6139240506329116,2.7816455696202533,0.15822784810126583,0.18354430379746836,13.240506329113924,11.063291139240507,4.620253164556962,3.8892405063291138,5.69620253164557,4.85126582278481,"{'H': 0.49050632911392406, 'A': 0.31329113924050633, 'D': 0.1962025316455696}"
P1,2024,2.6952380952380954,13.463492063492064,13.17142857142857,2.212698412698413,2.5174603174603174,0.09523809523809523,0.12380952380952381,12.555555555555555,10.688888888888888,4.495238095238095,3.8,5.501587301587302,4.434920634920635,"{'H': 0.4507936507936508, 'A': 0.28888888888888886, 'D': 0.26031746031746034}"
P1,2025,2.6049382716049383,14.771604938271604,13.91358024691358,2.419753086419753,2.567901234567901,0.16049382716049382,0.16049382716049382,12.950617283950617,10.703703703703704,4.388888888888889,3.9012345679012346,4.993827160493828,4.234567901234568,"{'H': 0.3888888888888889, 'A': 0.35185185185185186, 'D': 0.25925925925925924}"
POL,2012,2.5083333333333333,,,,,,,,,,,,,"{'H': 0.4, 'A': 0.36666666666666664, 'D': 0.23333333333333334}"
POL,2013,2.607638888888889,,,,,,,,,,,,,"{'H': 0.4444444444444444, 'D': 0.2916666666666667, 'A': 0.2638888888888889}"
POL,2014,2.675,,,,,,,,,,,,,"{'H': 0.45, 'D': 0.2785714285714286, 'A': 0.2714285714285714}"
POL,2015,2.6185897435897436,,,,,,,,,,,,,"{'H': 0.40705128205128205, 'A': 0.2980769230769231, 'D': 0.2948717948717949}"
POL,2016,2.7118055555555554,,,,,,,,,,,,,"{'H': 0.4409722222222222, 'A': 0.28125, 'D': 0.2777777777777778}"
POL,2017,2.6546052631578947,,,,,,,,,,,,,"{'H': 0.45723684210526316, 'D': 0.27631578947368424, 'A': 0.26644736842105265}"
POL,2018,2.75,,,,,,,,,,,,,"{'H': 0.4131944444444444, 'A': 0.3055555555555556, 'D': 0.28125}"
POL,2019,2.608108108108108,,,,,,,,,,,,,"{'H': 0.5, 'A': 0.30067567567567566, 'D': 0.19932432432432431}"
POL,2020,2.7056451612903225,,,,,,,,,,,,,"{'H': 0.43548387096774194, 'A': 0.31451612903225806, 'D': 0.25}"
POL,2021,2.523489932885906,,,,,,,,,,,,,"{'H': 0.44966442953020136, 'D': 0.28187919463087246, 'A': 0.2684563758389262}"
POL,2022,2.576388888888889,,,,,,,,,,,,,"{'H': 0.3958333333333333, 'A': 0.3472222222222222, 'D': 0.2569444444444444}"
POL,2023,2.559006211180124,,,,,,,,,,,,,"{'H': 0.43167701863354035, 'D': 0.3105590062111801, 'A': 0.2577639751552795}"
POL,2024,2.595744680851064,,,,,,,,,,,,,"{'H': 0.4553191489361702, 'A': 0.28085106382978725, 'D': 0.26382978723404255}"
ROM,2012,2.6842105263157894,,,,,,,,,,,,,"{'H': 0.47953216374269003, 'D': 0.2807017543859649, 'A': 0.23976608187134502}"
ROM,2013,2.5672131147540984,,,,,,,,,,,,,"{'H': 0.4557377049180328, 'D': 0.2721311475409836, 'A': 0.2721311475409836}"
ROM,2014,2.3379310344827586,,,,,,,,,,,,,"{'H': 0.4103448275862069, 'A': 0.3103448275862069, 'D': 0.2793103448275862}"
ROM,2015,2.2356687898089174,,,,,,,,,,,,,"{'H': 0.39171974522292996, 'D': 0.3184713375796178, 'A': 0.2898089171974522}"
ROM,2016,2.503875968992248,,,,,,,,,,,,,"{'H': 0.4496124031007752, 'A': 0.31007751937984496, 'D': 0.24031007751937986}"
ROM,2017,2.2779783393501805,,,,,,,,,,,,,"{'H': 0.4332129963898917, 'A': 0.2851985559566787, 'D': 0.2815884476534296}"
ROM,2018,2.376425855513308,,,,,,,,,,,,,"{'H': 0.39543726235741444, 'A': 0.3269961977186312, 'D': 0.27756653992395436}"
ROM,2019,2.410909090909091,,,,,,,,,,,,,"{'H': 0.4581818181818182, 'A': 0.27636363636363637, 'D': 0.26545454545454544}"
ROM,2020,2.51528384279476,,,,,,,,,,,,,"{'H': 0.388646288209607, 'A': 0.34497816593886466, 'D': 0.2663755458515284}"
ROM,2021,2.0675675675675675,,,,,,,,,,,,,"{'H': 0.3837837837837838, 'A': 0.3324324324324324, 'D': 0.28378378378378377}"
ROM,2022,2.45,,,,,,,,,,,,,"{'H': 0.465625, 'A': 0.3, 'D': 0.234375}"
ROM,2023,2.5700934579439254,,,,,,,,,,,,,"{'H': 0.4143302180685358, 'D': 0.308411214953271, 'A': 0.2772585669781931}"
ROM,2024,2.5384615384615383,,,,,,,,,,,,,"{'H': 0.4574898785425101, 'D': 0.29554655870445345, 'A': 0.24696356275303644}"
RUS,2012,2.7565789473684212,,,,,,,,,,,,,"{'H': 0.4605263157894737, 'A': 0.3684210526315789, 'D': 0.17105263157894737}"
RUS,2013,2.4672131147540983,,,,,,,,,,,,,"{'H': 0.4426229508196721, 'D': 0.29098360655737704, 'A': 0.26639344262295084}"
RUS,2014,2.5682819383259914,,,,,,,,,,,,,"{'H': 0.4581497797356828, 'A': 0.32158590308370044, 'D': 0.22026431718061673}"
RUS,2015,2.450592885375494,,,,,,,,,,,,,"{'H': 0.4031620553359684, 'D': 0.30434782608695654, 'A': 0.2924901185770751}"
RUS,2016,2.1313559322033897,,,,,,,,,,,,,"{'H': 0.4915254237288136, 'D': 0.2584745762711864, 'A': 0.25}"
RUS,2017,2.253731343283582,,,,,,,,,,,,,"{'H': 0.417910447761194, 'A': 0.31343283582089554, 'D': 0.26865671641791045}"
RUS,2018,2.1689497716894977,,,,,,,,,,,,,"{'H': 0.4246575342465753, 'A': 0.3013698630136986, 'D': 0.273972602739726}"
RUS,2019,2.3923076923076922,,,,,,,,,,,,,"{'H': 0.3923076923076923, 'A': 0.33076923076923076, 'D': 0.27692307692307694}"
RUS,2020,2.4979253112033195,,,,,,,,,,,,,"{'H': 0.4315352697095436, 'A': 0.3153526970954357, 'D': 0.25311203319502074}"
RUS,2021,2.7672413793103448,,,,,,,,,,,,,"{'H': 0.46120689655172414, 'A': 0.3232758620689655, 'D': 0.21551724137931033}"
RUS,2022,2.9364406779661016,,,,,,,,,,,,,"{'H': 0.4449152542372881, 'A': 0.3177966101694915, 'D': 0.23728813559322035}"
RUS,2023,2.6984126984126986,,,,,,,,,,,,,"{'H': 0.49603174603174605, 'A': 0.25793650793650796, 'D': 0.24603174603174602}"
RUS,2024,2.6914893617021276,,,,,,,,,,,,,"{'H': 0.40425531914893614, 'A': 0.3191489361702128, 'D': 0.2765957446808511}"
SC0,2001,2.682170542635659,14.364341085271318,14.868217054263566,1.426356589147287,1.8992248062015504,0.12403100775193798,0.13953488372093023,11.015503875968992,8.7984496124031,5.387596899224806,4.131782945736434,5.736434108527132,4.945736434108527,"{'H': 0.4883720930232558, 'A': 0.2868217054263566, 'D': 0.2248062015503876}"
SC0,2002,2.847457627118644,13.787234042553191,14.578723404255319,1.2584745762711864,1.8644067796610169,0.09322033898305085,0.11440677966101695,11.553191489361701,9.285106382978723,5.974468085106383,4.706382978723404,5.982978723404256,5.038297872340426,"{'H': 0.4491525423728814, 'A': 0.3347457627118644, 'D': 0.21610169491525424}"
SC0,2003,2.808219178082192,13.493150684931507,15.075342465753424,1.356164383561644,1.8904109589041096,0.0684931506849315,0.11643835616438356,11.431506849315069,8.582191780821917,6.136986301369863,4.636986301369863,5.945205479452055,4.931506849315069,"{'H': 0.4178082191780822, 'A': 0.3767123287671233, 'D': 0.2054794520547945}"
SC0,2004,2.5135135135135136,14.135135135135135,14.18918918918919,1.0945945945945945,1.554054054054054,0.05405405405405406,0.12162162162162163,10.64864864864865,8.31081081081081,5.756756756756757,4.54054054054054,5.918918918918919,4.716216216216216,"{'H': 0.4594594594594595, 'A': 0.28378378378378377, 'D': 0.25675675675675674}"
SC0,2005,2.75,13.344444444444445,14.205555555555556,1.3888888888888888,1.8333333333333333,0.044444444444444446,0.08888888888888889,10.794444444444444,8.755555555555556,5.661111111111111,4.616666666666666,6.472222222222222,4.727777777777778,"{'H': 0.38333333333333336, 'A': 0.3611111111111111, 'D': 0.25555555555555554}"
SC0,2006,2.7161016949152543,13.241525423728813,14.453389830508474,1.4067796610169492,1.902542372881356,0.059322033898305086,0.1271186440677966,10.796610169491526,8.504237288135593,5.478813559322034,4.029661016949152,5.779661016949152,4.5974576271186445,"{'H': 0.4576271186440678, 'A': 0.2966101694915254, 'D': 0.2457627118644068}"
SC0,2007,2.6121495327102804,13.345794392523365,14.313084112149532,1.52803738317757,2.0186915887850465,0.1261682242990654,0.1588785046728972,11.107476635514018,8.92056074766355,5.44392523364486,4.397196261682243,5.537383177570093,4.453271028037383,"{'H': 0.4485981308411215, 'A': 0.35046728971962615, 'D': 0.20093457943925233}"
SC0,2008,2.473684210526316,12.197368421052632,13.149122807017545,1.3596491228070176,1.662280701754386,0.07017543859649122,0.17982456140350878,10.87280701754386,8.679824561403509,5.37280701754386,4.149122807017544,5.824561403508772,4.741228070175438,"{'H': 0.4956140350877193, 'A': 0.30701754385964913, 'D': 0.19736842105263158}"
SC0,2009,2.400943396226415,11.933962264150944,13.320754716981131,1.4150943396226414,1.8537735849056605,0.09433962264150944,0.1650943396226415,10.783018867924529,9.11320754716981,5.283018867924528,4.514150943396227,5.778301886792453,4.830188679245283,"{'H': 0.3915094339622642, 'D': 0.330188679245283, 'A': 0.2783018867924528}"
SC0,2010,2.6652173913043478,11.717391304347826,12.156521739130435,1.5304347826086957,1.8217391304347825,0.09565217391304348,0.09130434782608696,10.265217391304347,8.578260869565218,5.369565217391305,4.530434782608696,5.995652173913044,4.708695652173913,"{'A': 0.391304347826087, 'H': 0.3826086956521739, 'D': 0.22608695652173913}"
SC0,2011,2.4696356275303644,10.878542510121457,11.186234817813766,1.4777327935222673,1.7530364372469636,0.1214574898785425,0.09716599190283401,9.890688259109313,8.226720647773279,4.959514170040486,4.113360323886639,5.433198380566802,5.101214574898785,"{'H': 0.4331983805668016, 'A': 0.31983805668016196, 'D': 0.24696356275303644}"
SC0,2012,2.7719298245614037,10.508771929824562,11.618421052631579,1.3728070175438596,1.855263157894737,0.10087719298245613,0.09649122807017543,10.12280701754386,8.557017543859649,5.118421052631579,4.3464912280701755,5.675438596491228,5.241228070175438,"{'H': 0.3684210526315789, 'A': 0.3508771929824561, 'D': 0.2807017543859649}"
SC0,2013,2.5972222222222223,10.351851851851851,10.875,1.337962962962963,1.6759259259259258,0.06018518518518518,0.12962962962962962,11.157407407407407,8.643518518518519,5.018518518518518,3.939814814814815,6.055555555555555,4.675925925925926,"{'H': 0.4398148148148148, 'A': 0.30092592592592593, 'D': 0.25925925925925924}"
SC0,2014,2.72,11.102222222222222,11.608888888888888,1.4088888888888889,1.6666666666666667,0.08444444444444445,0.10666666666666667,11.4,9.577777777777778,4.831111111111111,3.977777777777778,6.0,4.888888888888889,"{'H': 0.4533333333333333, 'A': 0.3466666666666667, 'D': 0.2}"
SC0,2015,2.754166666666667,11.2625,11.8,1.5375,1.8083333333333333,0.125,0.10833333333333334,10.75,8.941666666666666,4.658333333333333,3.9208333333333334,5.825,4.879166666666666,"{'H': 0.425, 'A': 0.3416666666666667, 'D': 0.23333333333333334}"
SC0,2016,2.7629310344827585,12.189655172413794,12.206896551724139,1.8103448275862069,1.9137931034482758,0.06896551724137931,0.10775862068965517,11.28448275862069,10.120689655172415,4.818965517241379,4.120689655172414,5.724137931034483,4.926724137931035,"{'H': 0.39655172413793105, 'A': 0.34051724137931033, 'D': 0.2629310344827586}"
SC0,2017,2.6965811965811968,11.606837606837606,12.393162393162394,1.6495726495726495,1.9102564102564104,0.09401709401709402,0.11965811965811966,11.282051282051283,9.85897435897436,4.512820512820513,3.905982905982906,5.5256410256410255,4.735042735042735,"{'H': 0.405982905982906, 'A': 0.36752136752136755, 'D': 0.2264957264957265}"
SC0,2018,2.6053811659192827,12.15695067264574,12.645739910313901,1.663677130044843,1.9506726457399104,0.07174887892376682,0.11659192825112108,11.179372197309418,9.035874439461884,4.434977578475336,3.623318385650224,5.403587443946188,4.434977578475336,"{'H': 0.45739910313901344, 'A': 0.3273542600896861, 'D': 0.21524663677130046}"
SC0,2019,2.6194690265486726,11.951327433628318,11.982300884955752,1.5,1.8672566371681416,0.11504424778761062,0.10619469026548672,11.460176991150442,9.20353982300885,4.6371681415929205,3.646017699115044,5.34070796460177,4.530973451327434,"{'H': 0.4469026548672566, 'A': 0.3230088495575221, 'D': 0.23008849557522124}"
SC0,2020,2.5542857142857143,12.502857142857144,12.102857142857143,1.4857142857142858,1.5314285714285714,0.10285714285714286,0.09714285714285714,11.885714285714286,10.605714285714285,4.177142857142857,3.5885714285714285,5.948571428571428,4.731428571428571,"{'H': 0.3942857142857143, 'A': 0.37142857142857144, 'D': 0.2342857142857143}"
SC0,2021,2.3973799126637556,12.231441048034934,12.458515283842795,1.6506550218340612,1.8733624454148472,0.07423580786026202,0.1222707423580786,12.54585152838428,11.353711790393014,4.262008733624454,3.816593886462882,5.344978165938865,4.903930131004367,"{'H': 0.4192139737991266, 'A': 0.314410480349345, 'D': 0.2663755458515284}"
SC0,2022,2.73972602739726,11.89041095890411,11.757990867579908,1.8858447488584476,2.045662100456621,0.1004566210045662,0.1141552511415525,13.32876712328767,11.374429223744292,4.328767123287672,3.6073059360730593,5.662100456621005,4.9771689497716896,"{'H': 0.4794520547945205, 'A': 0.2876712328767123, 'D': 0.2328767123287671}"
SC0,2023,2.6709401709401708,11.286324786324787,11.149572649572649,1.7564102564102564,2.0128205128205128,0.12393162393162394,0.09829059829059829,13.679487179487179,11.44017094017094,4.6581196581196584,3.576923076923077,5.717948717948718,4.803418803418803,"{'H': 0.46153846153846156, 'A': 0.3076923076923077, 'D': 0.23076923076923078}"
SC0,2024,3.0390243902439025,10.253658536585366,11.204878048780488,1.5902439024390245,2.0,0.06829268292682927,0.12195121951219512,13.882926829268293,11.814634146341463,4.8585365853658535,4.058536585365854,5.814634146341463,5.204878048780488,"{'H': 0.44878048780487806, 'A': 0.2975609756097561, 'D': 0.25365853658536586}"
SC0,2025,2.9622641509433962,10.066037735849056,10.5,1.349056603773585,1.820754716981132,0.03773584905660377,0.10377358490566038,13.660377358490566,11.679245283018869,4.754716981132075,4.113207547169812,6.0754716981132075,5.018867924528302,"{'H': 0.46226415094339623, 'A': 0.330188679245283, 'D': 0.20754716981132076}"
SC1,2001,3.090909090909091,12.052631578947368,12.926315789473684,1.4387755102040816,1.7653061224489797,0.08163265306122448,0.04081632653061224,11.0,8.842105263157896,5.463157894736842,4.105263157894737,5.463157894736842,5.231578947368421,"{'H': 0.5050505050505051, 'A': 0.2727272727272727, 'D': 0.2222222222222222}"
SC1,2002,2.625,10.05,11.3625,0.9506172839506173,1.1728395061728396,0.024691358024691357,0.07407407407407407,10.0875,9.1375,4.8375,4.35,5.45,5.3125,"{'H': 0.43125, 'D': 0.2875, 'A': 0.28125}"
SC1,2003,2.7204301075268815,,,,,,,,,,,,,"{'H': 0.41935483870967744, 'A': 0.3333333333333333, 'D': 0.24731182795698925}"
SC1,2004,2.468421052631579,,,,,,,,,,,,,"{'H': 0.43157894736842106, 'A': 0.29473684210526313, 'D': 0.2736842105263158}"
SC1,2005,2.323170731707317,,,,,,,,,,,,,"{'H': 0.38414634146341464, 'D': 0.32926829268292684, 'A': 0.2865853658536585}"
SC1,2006,2.596590909090909,,,,,,,,,,,,,"{'H': 0.3977272727272727, 'D': 0.30113636363636365, 'A': 0.30113636363636365}"
SC1,2007,2.6514285714285712,,,,,,,,,,,,,"{'H': 0.42857142857142855, 'D': 0.2914285714285714, 'A': 0.28}"
SC1,2008,2.446927374301676,,,,,,,,,,,,,"{'H': 0.4748603351955307, 'A': 0.2849162011173184, 'D': 0.24022346368715083}"
SC1,2009,2.638418079096045,,,,,,,,,,,,,"{'H': 0.3728813559322034, 'A': 0.3163841807909605, 'D': 0.3107344632768362}"
SC1,2010,2.5090909090909093,,,,,,,,,,,,,"{'H': 0.4909090909090909, 'A': 0.2787878787878788, 'D': 0.23030303030303031}"
SC1,2011,2.609375,,,,,,,,,,,,,"{'H': 0.3697916666666667, 'A': 0.3489583333333333, 'D': 0.28125}"
SC1,2012,3.098265895953757,,,,,,,,,,,,,"{'H': 0.37572254335260113, 'A': 0.3236994219653179, 'D': 0.30057803468208094}"
SC1,2013,2.9735449735449735,,,,,,,,,,,,,"{'H': 0.4126984126984127, 'A': 0.37566137566137564, 'D': 0.21164021164021163}"
SC1,2014,2.8950276243093924,,,,,,,,,,,,,"{'H': 0.4530386740331492, 'A': 0.34806629834254144, 'D': 0.19889502762430938}"
SC1,2015,2.8011049723756907,,,,,,,,,,,,,"{'H': 0.4198895027624309, 'A': 0.36464088397790057, 'D': 0.2154696132596685}"
SC1,2016,2.5934065934065935,,,,,,,,,,,,,"{'H': 0.46153846153846156, 'D': 0.2967032967032967, 'A': 0.24175824175824176}"
SC1,2017,2.7329545454545454,11.786516853932584,12.191011235955056,1.5730337078651686,2.157303370786517,0.11235955056179775,0.16853932584269662,11.426966292134832,9.831460674157304,4.752808988764045,3.966292134831461,5.775280898876405,5.123595505617978,"{'H': 0.38636363636363635, 'A': 0.3181818181818182, 'D': 0.29545454545454547}"
SC1,2018,2.610810810810811,10.740540540540541,10.821621621621622,1.545945945945946,1.7837837837837838,0.05945945945945946,0.08108108108108109,10.345945945945946,9.551351351351352,4.281081081081081,3.9891891891891893,5.308108108108108,4.8108108108108105,"{'H': 0.3945945945945946, 'A': 0.32972972972972975, 'D': 0.2756756756756757}"
SC1,2019,2.5444444444444443,10.633333333333333,10.805555555555555,1.4111111111111112,1.6333333333333333,0.07777777777777778,0.05555555555555555,10.544444444444444,9.422222222222222,4.283333333333333,3.9722222222222223,5.85,4.972222222222222,"{'H': 0.46111111111111114, 'A': 0.35555555555555557, 'D': 0.18333333333333332}"
SC1,2020,2.802197802197802,10.912087912087912,10.384615384615385,1.3846153846153846,1.5934065934065933,0.03296703296703297,0.07692307692307693,10.868131868131869,8.45054945054945,4.472527472527473,3.7362637362637363,6.065934065934066,4.65934065934066,"{'H': 0.4175824175824176, 'D': 0.31868131868131866, 'A': 0.26373626373626374}"
SC1,2021,2.5388888888888888,11.127777777777778,11.177777777777777,1.55,1.6722222222222223,0.09444444444444444,0.06666666666666667,10.083333333333334,8.883333333333333,4.061111111111111,3.6944444444444446,5.511111111111111,4.933333333333334,"{'H': 0.35555555555555557, 'D': 0.3277777777777778, 'A': 0.31666666666666665}"
SC1,2022,2.636871508379888,10.46927374301676,10.458100558659218,1.5642458100558658,1.776536312849162,0.08379888268156424,0.061452513966480445,10.273743016759777,8.743016759776536,4.4692737430167595,3.664804469273743,5.636871508379889,4.597765363128492,"{'H': 0.40782122905027934, 'D': 0.3016759776536313, 'A': 0.2905027932960894}"
SC1,2023,2.7485714285714287,9.954285714285714,10.12,1.6057142857142856,1.9428571428571428,0.08,0.08571428571428572,9.90857142857143,9.342857142857143,4.12,3.874285714285714,5.782857142857143,4.9314285714285715,"{'H': 0.36, 'A': 0.3485714285714286, 'D': 0.2914285714285714}"
SC1,2024,2.57396449704142,10.828402366863905,10.627218934911243,1.8875739644970415,2.1538461538461537,0.03550295857988166,0.09467455621301775,10.591715976331361,7.952662721893491,4.266272189349112,3.4497041420118344,5.5266272189349115,4.556213017751479,"{'H': 0.4556213017751479, 'A': 0.28402366863905326, 'D': 0.2603550295857988}"
SC1,2025,2.6626506024096384,10.963855421686747,12.012048192771084,1.783132530120482,2.216867469879518,0.08433734939759036,0.04819277108433735,9.08433734939759,8.012048192771084,3.9759036144578315,3.433734939759036,5.337349397590361,4.578313253012048,"{'H': 0.3855421686746988, 'A': 0.3614457831325301, 'D': 0.25301204819277107}"
SC2,2001,2.8372093023255816,13.220930232558139,13.174418604651162,1.244186046511628,1.5465116279069768,0.11627906976744186,0.10465116279069768,11.13953488372093,9.779069767441861,5.604651162790698,4.72093023255814,6.151162790697675,4.953488372093023,"{'H': 0.37209302325581395, 'A': 0.32558139534883723, 'D': 0.3023255813953488}"
SC2,2002,2.6300578034682083,11.96808510638298,12.446808510638299,1.1382978723404256,1.3404255319148937,0.09574468085106383,0.14893617021276595,10.638297872340425,9.202127659574469,5.117021276595745,4.659574468085107,4.904255319148936,5.276595744680851,"{'H': 0.4277456647398844, 'A': 0.30057803468208094, 'D': 0.27167630057803466}"
SC2,2003,3.1463414634146343,,,,,,,,,,,,,"{'H': 0.4024390243902439, 'A': 0.35365853658536583, 'D': 0.24390243902439024}"
SC2,2004,2.881720430107527,,,,,,,,,,,,,"{'H': 0.43548387096774194, 'A': 0.3602150537634409, 'D': 0.20430107526881722}"
SC2,2005,3.086021505376344,,,,,,,,,,,,,"{'H': 0.43548387096774194, 'A': 0.3333333333333333, 'D': 0.23118279569892472}"
SC2,2006,2.9447513812154695,,,,,,,,,,,,,"{'H': 0.43646408839779005, 'A': 0.35911602209944754, 'D': 0.20441988950276244}"
SC2,2007,2.9371428571428573,,,,,,,,,,,,,"{'H': 0.42857142857142855, 'A': 0.3485714285714286, 'D': 0.22285714285714286}"
SC2,2008,3.1215469613259668,,,,,,,,,,,,,"{'H': 0.430939226519337, 'A': 0.3701657458563536, 'D': 0.19889502762430938}"
SC2,2009,2.545977011494253,,,,,,,,,,,,,"{'H': 0.39080459770114945, 'A': 0.367816091954023, 'D': 0.2413793103448276}"
SC2,2010,3.0120481927710845,,,,,,,,,,,,,"{'H': 0.4397590361445783, 'A': 0.29518072289156627, 'D': 0.26506024096385544}"
SC2,2011,3.305263157894737,,,,,,,,,,,,,"{'H': 0.42105263157894735, 'A': 0.34210526315789475, 'D': 0.23684210526315788}"
SC2,2012,3.1639344262295084,,,,,,,,,,,,,"{'H': 0.48633879781420764, 'A': 0.3114754098360656, 'D': 0.20218579234972678}"
SC2,2013,3.364130434782609,,,,,,,,,,,,,"{'H': 0.45652173913043476, 'A': 0.375, 'D': 0.16847826086956522}"
SC2,2014,3.0,,,,,,,,,,,,,"{'H': 0.4245810055865922, 'A': 0.3463687150837989, 'D': 0.22905027932960895}"
SC2,2015,2.9408602150537635,,,,,,,,,,,,,"{'H': 0.44623655913978494, 'A': 0.3548387096774194, 'D': 0.1989247311827957}"
SC2,2016,2.9273743016759775,,,,,,,,,,,,,"{'A': 0.41899441340782123, 'H': 0.40782122905027934, 'D': 0.17318435754189945}"
SC2,2017,3.061797752808989,10.966666666666667,11.144444444444444,1.5444444444444445,1.6222222222222222,0.06666666666666667,0.12222222222222222,11.6,9.655555555555555,5.177777777777778,4.188888888888889,5.977777777777778,4.977777777777778,"{'H': 0.46629213483146065, 'A': 0.3089887640449438, 'D': 0.2247191011235955}"
SC2,2018,2.994565217391304,10.695652173913043,10.58695652173913,1.5326086956521738,1.7826086956521738,0.10326086956521739,0.07608695652173914,10.375,9.929347826086957,4.353260869565218,4.163043478260869,5.266304347826087,4.934782608695652,"{'H': 0.43478260869565216, 'A': 0.3695652173913043, 'D': 0.1956521739130435}"
SC2,2019,2.8287292817679557,10.215469613259668,10.977900552486188,1.3922651933701657,1.7845303867403315,0.08839779005524862,0.11049723756906077,10.41988950276243,9.767955801104973,4.303867403314917,3.9889502762430937,5.121546961325967,4.922651933701657,"{'H': 0.39226519337016574, 'A': 0.3425414364640884, 'D': 0.26519337016574585}"
SC2,2020,2.5274725274725274,10.901098901098901,11.736263736263735,1.4285714285714286,1.8131868131868132,0.07692307692307693,0.054945054945054944,10.835164835164836,8.703296703296703,4.813186813186813,3.2857142857142856,5.153846153846154,4.450549450549451,"{'H': 0.5494505494505495, 'A': 0.25274725274725274, 'D': 0.1978021978021978}"
SC2,2021,2.8516129032258064,10.780645161290323,11.141935483870968,1.4967741935483871,1.864516129032258,0.09032258064516129,0.14193548387096774,10.438709677419356,9.30967741935484,4.574193548387097,3.870967741935484,5.225806451612903,4.703225806451613,"{'H': 0.45806451612903226, 'A': 0.3032258064516129, 'D': 0.23870967741935484}"
SC2,2022,2.8076923076923075,10.414364640883978,10.524861878453038,1.6428571428571428,1.8571428571428572,0.13186813186813187,0.11538461538461539,10.26923076923077,9.43956043956044,4.549450549450549,4.115384615384615,5.021978021978022,4.846153846153846,"{'H': 0.41208791208791207, 'A': 0.3131868131868132, 'D': 0.27472527472527475}"
SC2,2023,3.0,10.517045454545455,10.323863636363637,1.6988636363636365,1.9829545454545454,0.05113636363636364,0.11363636363636363,10.568181818181818,9.630681818181818,4.3977272727272725,4.25,5.318181818181818,4.903409090909091,"{'H': 0.4090909090909091, 'A': 0.36363636363636365, 'D': 0.22727272727272727}"
SC2,2024,2.9171597633136095,10.171597633136095,10.278106508875739,1.6863905325443787,1.6923076923076923,0.08284023668639054,0.10059171597633136,9.834319526627219,9.029585798816568,4.420118343195266,4.230769230769231,5.485207100591716,4.828402366863905,"{'H': 0.42011834319526625, 'A': 0.33136094674556216, 'D': 0.2485207100591716}"
SC2,2025,2.929411764705882,9.705882352941176,9.623529411764705,1.5411764705882354,1.6823529411764706,0.08235294117647059,0.07058823529411765,9.564705882352941,8.611764705882353,4.176470588235294,4.1647058823529415,4.823529411764706,4.305882352941176,"{'H': 0.3764705882352941, 'A': 0.36470588235294116, 'D': 0.25882352941176473}"
SC3,2001,3.116279069767442,12.627906976744185,13.348837209302326,1.186046511627907,1.4883720930232558,0.10465116279069768,0.13953488372093023,11.162790697674419,10.267441860465116,5.406976744186046,4.976744186046512,5.116279069767442,4.523255813953488,"{'A': 0.43023255813953487, 'H': 0.3488372093023256, 'D': 0.22093023255813954}"
